"","year","id","age","t","coll","nchild","nchildA","agey","Xt","Xf","Xp","wage","earn","husb","outmarr","outsplit","outn","outh","flag"
"278","2018",24,56,35,0,0,1,NA,33,33,0,20.3547999715439,NA,0,0,0,0,2,-1
"279","2005",26,43,22,1,1,1,13,21,14,7,23.311917984729,NA,1,0,0,0,2,-1
"280","2006",26,44,23,1,1,1,14,22,15,7,23.7525275811695,NA,1,0,0,0,2,-1
"281","2007",26,45,24,1,1,1,15,23,16,7,18.8034188034188,NA,1,0,1,0,2,-1
"282","2008",26,46,25,1,1,1,16,24,17,7,19.4151197922758,NA,0,0,0,0,2,-1
"283","2009",26,47,26,1,1,1,17,25,18,7,19.1118468637032,NA,0,0,0,0,2,-1
"284","2010",26,48,27,1,0,1,NA,26,19,7,19.9099998474121,NA,0,0,0,0,2,-1
"285","2005",27,43,22,0,1,2,17,11,11,0,12.3461144590177,16747.7726574501,0,0,0,0,2,-1
"286","2006",27,44,23,0,0,2,NA,12,12,0,12.092590012626,16224.4047619048,0,1,0,0,2,-1
"287","2007",27,45,24,0,0,2,NA,13,13,0,11.5384615384615,32000,1,0,0,0,2,-1
"288","2008",27,46,25,0,0,2,NA,14,14,0,12.9130295444095,29370.8122970883,1,0,0,0,2,-1
"289","2009",27,47,26,0,0,2,NA,15,15,0,10.94587593103,27442.8746556538,1,0,0,0,2,-1
"290","2010",27,48,27,0,0,2,NA,16,16,0,12,49000,1,0,0,0,2,-1
"291","2011",27,49,28,0,0,2,NA,17,17,0,13.9817393228318,33929.0207567385,1,0,0,0,2,-1
"292","2012",27,50,29,0,0,2,NA,18,18,0,15.1959371760586,37989.8429401465,1,0,0,0,2,-1
"293","2013",27,51,30,0,0,2,NA,19,19,0,9.00034043918967,42121.5932554077,1,0,0,0,2,-1
"294","2014",27,52,31,0,0,2,NA,20,20,0,11.7531537658364,55265.6123276561,1,0,0,0,2,-1
"295","2015",27,53,32,0,0,2,NA,21,21,0,9.20001518878393,27600.0455663518,1,0,0,0,2,-1
"296","2016",27,54,33,0,0,2,NA,22,22,0,13.1011492857973,27256.2050273534,1,0,0,0,2,-1
"297","2003",28,41,20,0,2,2,15,16,14,2,25.3223708658491,65179.7826086957,1,0,1,0,2,-1
"298","2004",28,42,21,0,2,2,16,17,15,2,32.5871931190147,69260.772895712,0,1,0,0,1,-1
"299","2005",28,43,22,0,1,2,17,18,15,3,26.8393792587341,72573.681515617,1,0,0,0,2,-1
"300","2006",28,44,23,0,0,2,NA,19,16,3,34.7310431204902,89775.0396825397,1,0,0,0,2,-1
"301","2007",28,45,24,0,0,2,NA,20,17,3,28.8461538461538,74000,1,0,0,0,2,-1
"302","2008",28,46,25,0,0,2,NA,21,18,3,36.318529203452,85074.0769984626,1,0,0,0,2,-1
"303","2009",28,47,26,0,0,2,NA,22,19,3,36.6491381619308,86394.2350270583,1,0,0,0,2,-1
"304","2010",28,48,27,0,0,2,NA,23,20,3,42.6599998474121,82000,1,0,0,0,2,-1
"305","2011",28,49,28,0,0,2,NA,24,21,3,29.8277105553745,82399.050409222,1,0,0,0,2,-1
"306","2012",28,50,29,0,0,2,NA,25,22,3,35.511005108623,84527.400541826,1,0,0,0,2,-1
"307","2013",28,51,30,0,0,2,NA,26,23,3,37.3514128226371,81435.0802937881,1,0,0,0,2,-1
"308","2014",28,52,31,0,0,2,NA,27,24,3,45.6678193399925,78753.49756691,1,0,0,0,2,-1
"309","2000",29,38,17,0,2,4,10,14,0,14,3.30502983231716,22793.3101045296,0,1,0,0,1,-1
"310","2001",29,39,18,0,2,4,11,15,0,15,4.65104771005392,54175.4037267081,1,0,0,0,1,-1
"311","2002",29,40,19,0,2,4,12,16,0,16,3.76961721581443,46059.6331295164,1,0,0,0,1,-1
"312","2003",29,41,20,0,2,4,13,17,0,17,5.98241011705686,50958.7391304348,1,0,0,0,1,-1
"313","2004",29,42,21,0,2,4,14,18,0,18,NA,63489.0418210694,1,0,0,0,0,-1
"314","2005",29,43,22,0,2,4,15,18,0,18,NA,49126.7997951869,1,0,0,0,1,-1
"315","2006",29,44,23,0,1,4,16,19,0,19,37.3269454067472,60571.1111111111,1,0,0,0,1,-1
"316","2007",29,45,24,0,1,4,17,20,0,20,7.11111111111111,60000,1,0,0,0,1,-1
"317","2008",29,46,25,0,0,4,NA,21,0,21,2.04582897516947,60767.1978560447,1,0,0,0,1,-1
"318","2009",29,47,26,0,0,4,NA,22,0,22,12.2163793873103,71148.193551695,1,0,0,0,1,-1
"319","2010",29,48,27,0,0,4,NA,23,0,23,8,61260,1,0,0,0,1,-1
"320","2011",29,49,28,0,0,4,NA,24,0,24,7.88713500262307,63011.0385482286,1,0,0,0,1,-1
"321","2012",29,50,29,0,0,4,NA,25,0,25,6.51525819103991,68381.7172922637,1,0,0,0,2,-1
"322","2013",29,51,30,0,0,4,NA,26,1,25,6.68596718339804,58034.195151895,1,0,0,0,2,-1
"323","2014",29,52,31,0,0,4,NA,27,2,25,4.4765147215194,57107.7994052447,1,0,0,0,1,-1
"324","2015",29,53,32,0,0,4,NA,28,2,26,NA,56120.092651582,1,0,0,0,0,-1
"325","2016",29,54,33,0,0,4,NA,28,2,26,9.42156143381431,42701.3878761869,1,0,0,0,0,-1
"326","2017",29,55,34,0,0,4,NA,28,2,26,10.8047219374002,NA,1,0,0,0,2,-1
"327","2018",29,56,35,0,0,4,NA,29,3,26,9.55216700450406,NA,1,0,1,0,2,-1
"328","2003",30,41,20,0,0,0,NA,18,18,0,30.1969272575251,53328.9130434783,0,0,0,0,2,-1
"329","2004",30,42,21,0,0,0,NA,19,19,0,41.6488135482925,51945.579671784,0,0,0,0,1,-1
"330","2005",30,43,22,0,0,0,NA,20,19,1,37.5751309622277,55825.9088581669,0,0,0,0,2,-1
"331","2006",30,44,23,0,0,0,NA,21,20,1,39.1116315809886,54081.3492063492,0,0,0,0,2,-1
"332","2007",30,45,24,0,0,0,NA,22,21,1,33.6538461538462,NA,0,0,0,0,2,-1
"333","2008",30,46,25,0,0,0,NA,23,22,1,38.7897271920803,NA,0,0,0,0,2,-1
"334","2009",30,47,26,0,0,0,NA,24,23,1,34.2058622844688,NA,0,0,0,0,2,-1
"335","2010",30,48,27,0,0,0,NA,25,24,1,36.7299995422363,NA,0,0,0,0,2,-1
"336","2011",30,49,28,0,0,0,NA,26,25,1,33.5561743747963,NA,0,0,0,0,2,-1
"337","2012",30,50,29,0,0,0,NA,27,26,1,49.3867958221905,NA,0,0,0,0,2,-1
"338","2013",30,51,30,0,0,0,NA,28,27,1,37.6758436989335,NA,0,0,0,0,2,-1
"339","2014",30,52,31,0,0,0,NA,29,28,1,40.7215445068083,NA,0,0,0,0,2,-1
"340","2015",30,53,32,0,0,0,NA,30,29,1,32.2000531607437,NA,0,0,0,0,2,-1
"341","2016",30,54,33,0,0,0,NA,31,30,1,32.8073860057866,NA,0,0,0,0,2,-1
"342","2005",31,43,22,0,1,1,11,19,19,0,22.5450785773366,NA,0,0,0,0,2,-1
"343","2006",31,44,23,0,1,1,12,20,20,0,17.0788900381043,NA,0,0,0,0,2,-1
"344","2007",31,45,24,0,1,1,13,21,21,0,22.9700854700855,NA,0,0,0,0,2,-1
"345","2008",31,46,25,0,1,1,14,22,22,0,26.0184890895829,NA,0,0,0,0,2,-1
"346","2009",31,47,26,0,1,1,15,23,23,0,29.3193105295447,NA,0,0,0,0,2,-1
"347","2010",31,48,27,0,1,1,16,24,24,0,31.8600006103516,NA,0,0,0,0,2,-1
"348","2011",31,49,28,0,1,1,17,25,25,0,20.1958456885348,NA,0,0,0,0,2,-1
"349","2012",31,50,29,0,0,1,NA,26,26,0,24.1235499046937,NA,0,0,0,0,2,-1
"350","2013",31,51,30,0,0,1,NA,27,27,0,24.3009191858121,NA,0,0,0,0,2,-1
"351","2014",31,52,31,0,0,1,NA,28,28,0,22.3733629005991,NA,0,0,0,0,2,-1
"352","2015",31,53,32,0,0,1,NA,29,29,0,34.5000569579397,NA,0,0,0,0,2,-1
"353","2016",31,54,33,0,0,1,NA,30,30,0,47.3167735910722,NA,0,0,0,0,2,-1
"354","2017",31,55,34,0,0,1,NA,31,31,0,34.8992518578028,NA,0,0,0,0,2,-1
"355","2018",31,56,35,0,0,1,NA,32,32,0,39.5286042197872,NA,0,0,0,0,2,-1
"356","2001",32,39,18,0,1,1,7,13,5,8,11.4730968636107,NA,0,0,0,0,1,-1
"357","2002",32,40,19,0,1,1,8,14,5,9,20.7147141371468,NA,0,0,0,0,1,-1
"358","2003",32,41,20,0,1,1,9,15,5,10,NA,NA,0,0,0,0,0,-1
"359","2004",32,42,21,0,1,1,10,15,5,10,8.39209696051303,NA,0,0,0,0,1,-1
"360","2005",32,43,22,0,1,1,11,16,5,11,11.3396377368152,NA,0,0,0,0,1,-1
"361","2006",32,44,23,0,1,1,12,17,5,12,18.4741888063673,NA,0,0,0,0,1,-1
"362","2007",32,45,24,0,1,1,13,18,5,13,10,NA,0,0,0,0,1,-1
"363","2008",32,46,25,0,1,1,14,19,5,14,11.9812657666807,NA,0,0,0,0,2,-1
"364","2009",32,47,26,0,1,1,15,20,6,14,10.2617586853406,NA,0,0,0,0,2,-1
"365","2010",32,48,27,0,1,1,16,21,7,14,10.1000003814697,NA,0,0,0,0,2,-1
"366","2011",32,49,28,0,1,1,17,22,8,14,4.19452179684954,NA,0,0,0,0,2,-1
"367","2012",32,50,29,0,0,1,NA,23,9,14,7.91138471982564,NA,0,0,0,0,1,-1
"368","2013",32,51,30,0,0,1,NA,24,9,15,NA,NA,0,0,0,0,0,-1
"369","2014",32,52,31,0,0,1,NA,24,9,15,7.99509219782969,NA,0,0,0,0,1,-1
"370","2015",32,53,32,0,0,1,NA,25,9,16,5.52000911327036,NA,0,0,0,0,2,-1
"371","2016",32,54,33,0,0,1,NA,26,10,16,10.411870355107,NA,0,0,0,0,1,-1
"372","2017",32,55,34,0,0,1,NA,27,10,17,6.84299056035348,NA,0,0,0,0,1,-1
"373","2018",32,56,35,0,0,1,NA,28,10,18,3.36930991551223,NA,0,0,0,0,1,-1
"374","2005",33,43,22,0,0,1,NA,18,18,0,4.18694316436252,NA,0,0,0,0,2,-1
"375","2006",33,44,23,0,0,1,NA,19,19,0,4.05610119047619,NA,0,0,0,0,2,-1
"376","2007",33,45,24,0,0,1,NA,20,20,0,5.60897435897436,NA,0,0,0,0,2,-1
"377","2008",33,46,25,0,0,1,NA,21,21,0,5.68173313476179,NA,0,0,0,0,2,-1
"378","2009",33,47,26,0,0,1,NA,22,22,0,4.3978965794317,NA,0,0,0,0,2,-1
"379","2010",33,48,27,0,0,1,NA,23,23,0,5.92000007629395,NA,0,0,0,0,1,-1
"380","2011",33,49,28,0,0,1,NA,24,23,1,NA,NA,0,0,0,0,0,-1
"381","2012",33,50,29,0,0,1,NA,24,23,1,NA,NA,0,0,0,0,0,-1
"382","2013",33,51,30,0,0,1,NA,24,23,1,9.36035405675726,NA,0,0,0,0,2,-1
"383","2014",33,52,31,0,0,1,NA,25,24,1,9.21093538794269,NA,0,0,0,0,2,-1
"384","2015",33,53,32,0,0,1,NA,26,25,1,NA,NA,0,0,0,0,2,-1
"385","2016",33,54,33,0,0,1,NA,27,26,1,2.84373082849471,NA,0,0,0,0,1,-1
"386","2017",33,55,34,0,0,1,NA,28,26,2,5.18926784160139,NA,0,0,0,0,1,-1
"387","2018",33,56,35,0,0,1,NA,29,26,3,NA,NA,0,0,0,0,0,-1
"388","2003",34,41,20,0,0,0,NA,17,17,0,13.1676328502415,NA,1,0,0,0,2,-1
"389","2004",34,42,21,0,0,0,NA,18,18,0,13.124916331633,NA,1,0,1,0,2,-1
"390","2005",34,43,22,0,0,0,NA,19,19,0,14.8869090288445,NA,0,0,0,0,1,-1
"391","2006",34,44,23,0,0,0,NA,20,19,1,7.17118702854429,NA,0,0,0,0,1,-1
"392","2007",34,45,24,0,0,0,NA,21,19,2,5.76923076923077,43000,0,1,0,0,2,-1
"393","2008",34,46,25,0,0,0,NA,22,20,2,12.8826462159247,42537.0384992313,1,0,0,0,1,-1
"394","2009",34,47,26,0,0,0,NA,23,20,3,NA,NA,1,0,0,0,1,-1
"395","2010",34,48,27,0,0,0,NA,24,20,4,4.44000005722046,900,1,0,0,0,1,-1
"396","2011",34,49,28,0,0,0,NA,25,20,5,35.9037256685063,16479.8100818444,1,0,0,0,1,-1
"397","2012",34,50,29,0,0,0,NA,26,20,6,18.2636165587162,27542.6361316062,1,0,0,0,1,-1
"398","2013",34,51,30,0,0,0,NA,27,20,7,13.8005220067575,40249.5224440562,1,0,0,0,1,-1
"399","2014",34,52,31,0,0,0,NA,28,20,8,20.4759089457534,43291.3963233306,1,0,0,0,1,-1
"400","2015",34,53,32,0,0,0,NA,29,20,9,3.62692906480905,58972.097360105,1,0,0,0,1,-1
"401","2016",34,54,33,0,0,0,NA,30,20,10,5.61477807967354,51786.7895519714,1,0,0,0,1,-1
"402","2017",34,55,34,0,0,0,NA,31,20,11,2.54331149159805,55154.5039164491,1,0,0,0,1,-1
"403","2018",34,56,35,0,0,0,NA,32,20,12,2.83959872023047,NA,1,0,0,0,1,-1
"404","2005",35,43,22,0,1,1,12,20,5,15,NA,NA,0,0,0,0,0,-1
"405","2006",35,44,23,0,1,1,13,20,5,15,10.9460649555827,36775.3174603175,0,1,0,0,1,-1
"406","2007",35,45,24,0,1,1,14,21,5,16,NA,NA,1,0,0,0,0,-1
"407","2008",35,46,25,0,1,1,15,21,5,16,31.1634450974585,NA,1,0,1,0,1,-1
"408","2009",35,47,26,0,1,1,16,22,5,17,10.1640276502422,NA,0,0,0,0,1,-1
"409","2010",35,48,27,0,1,1,17,23,5,18,NA,NA,0,0,0,0,0,-1
"410","2011",35,49,28,0,0,1,NA,23,5,18,14.5410088957451,NA,0,0,0,0,1,-1
"411","2012",35,50,29,0,0,1,NA,24,5,19,14.2461911025549,NA,0,0,0,0,2,-1
"412","2013",35,51,30,0,0,1,NA,25,6,19,18.0006808783793,NA,0,0,0,0,2,-1
"413","2014",35,52,31,0,0,1,NA,26,7,19,19.2324323170119,NA,0,0,0,0,2,-1
"414","2015",35,53,32,0,0,1,NA,27,8,19,12.3846358310553,NA,0,0,0,0,1,-1
"415","2016",35,54,33,0,0,1,NA,28,8,20,12.2289506902639,NA,0,0,0,0,1,-1
"416","2017",35,55,34,0,0,1,NA,29,8,21,NA,NA,0,0,0,0,0,-1
"417","2018",35,56,35,0,0,1,NA,29,8,21,NA,NA,0,0,0,0,0,-1
"418","2001",36,39,18,1,1,1,0,15,5,10,9.47122442774617,NA,1,0,0,0,1,-1
"419","2002",36,40,19,1,1,1,1,16,5,11,6.37562317903867,NA,1,0,1,0,1,-1
"420","2003",36,41,20,1,1,1,2,17,5,12,23.3898741418764,NA,0,0,0,0,1,-1
"421","2004",36,42,21,1,1,1,3,18,5,13,25.0493137446454,NA,0,0,0,0,2,-1
"422","2005",36,43,22,1,1,1,4,19,6,13,33.1274623993518,NA,0,0,0,0,2,-1
"423","2006",36,44,23,1,1,1,5,20,7,13,37.7055173268394,NA,0,0,0,0,2,-1
"424","2007",36,45,24,1,1,1,6,21,8,13,36.8131868131868,NA,0,0,0,0,2,-1
"425","2008",36,46,25,1,1,1,7,22,9,13,45.2513069792126,NA,0,0,0,0,2,-1
"426","2009",36,47,26,1,1,1,8,23,10,13,31.7625864070067,NA,0,0,0,0,2,-1
"427","2010",36,48,27,1,1,1,9,24,11,13,37.0200004577637,NA,0,0,0,0,2,-1
"428","2011",36,49,28,1,1,1,10,25,12,13,42.6110150791064,NA,0,0,0,0,2,-1
"429","2012",36,50,29,1,1,1,11,26,13,13,48.8929274292093,NA,0,0,0,0,2,-1
"430","2013",36,51,30,1,1,1,12,27,14,13,44.7445496119715,NA,0,0,0,0,2,-1
"431","2014",36,52,31,1,1,1,13,28,15,13,47.3718409812847,NA,0,0,0,0,2,-1
"432","2015",36,53,32,1,1,1,14,29,16,13,42.0193001410804,NA,0,0,0,0,2,-1
"433","2016",36,54,33,1,1,1,15,30,17,13,47.3167735910722,NA,0,0,0,0,2,-1
"434","2017",36,55,34,1,1,1,16,31,18,13,32.6597276744144,NA,0,0,0,0,2,-1
"435","2018",36,56,35,1,1,1,17,32,19,13,36.5413822763701,NA,0,0,0,0,2,-1
"436","2005",37,43,22,0,1,1,17,19,19,0,NA,NA,0,0,0,0,0,-1
"437","2006",37,44,23,0,0,1,NA,19,19,0,NA,10816.2698412698,0,0,0,0,0,-1
"438","2007",37,45,24,0,0,1,NA,19,19,0,NA,13000,0,0,0,0,0,-1
"439","2008",37,46,25,0,0,1,NA,19,19,0,NA,13470.0621914233,0,0,0,0,0,-1
"440","2009",37,47,26,0,0,1,NA,19,19,0,NA,24393.6663605812,0,0,0,0,0,-1
"441","2010",37,48,27,0,0,1,NA,19,19,0,NA,24148,0,0,0,0,0,-1
"442","2011",37,49,28,0,0,1,NA,19,19,0,NA,12.6022077096457,0,0,0,0,0,-1
"443","2012",37,50,29,0,0,1,NA,19,19,0,NA,19503.0356193977,0,0,0,0,0,-1
"444","2013",37,51,30,0,0,1,NA,19,19,0,NA,NA,0,0,0,0,0,-1
"445","2014",37,52,31,0,0,1,NA,19,19,0,NA,NA,0,0,0,0,0,-1
"446","2015",37,53,32,0,0,1,NA,19,19,0,NA,NA,0,0,0,0,0,-1
"447","2016",37,54,33,0,0,1,NA,19,19,0,NA,NA,0,0,0,0,0,-1
"448","2009",38,46,25,0,0,0,NA,23,23,0,10.565517307944,NA,0,0,0,0,2,-1
"449","2010",38,47,26,0,0,0,NA,24,24,0,11.8500003814697,35088,0,0,0,0,2,-1
"450","2011",38,48,27,0,0,0,NA,25,25,0,10.7929215825368,NA,0,0,0,0,2,-1
"451","2012",38,49,28,0,0,0,NA,26,26,0,12.555643345328,33583.0211590895,0,0,0,0,2,-1
"452","2013",38,50,29,0,0,0,NA,27,27,0,11.6761173265163,NA,0,0,0,0,2,-1
"453","2014",38,51,30,0,0,0,NA,28,28,0,14.0098327601978,NA,0,0,0,0,2,-1
"454","2015",38,52,31,0,0,0,NA,29,29,0,12.8800212642975,NA,0,0,0,0,0,-1
"455","2016",38,53,32,0,0,0,NA,29,29,0,NA,NA,0,0,0,0,0,-1
"456","2017",38,54,33,0,0,0,NA,29,29,0,NA,23129.3080939948,0,0,0,0,0,-1
"457","2018",38,55,34,0,0,0,NA,29,29,0,NA,22577.8492833732,0,0,0,0,0,-1
"458","2000",39,37,16,0,1,2,7,14,14,0,17.0696560986172,NA,0,0,0,0,2,-1
"459","2001",39,38,17,0,1,2,8,15,15,0,15.9826912218217,NA,0,0,0,0,2,-1
"460","2002",39,39,18,0,1,2,9,16,16,0,15.5875491113753,NA,0,0,0,0,2,-1
"461","2003",39,40,19,0,1,2,10,17,17,0,18.2321070234114,NA,0,0,0,0,2,-1
"462","2004",39,41,20,0,1,2,11,18,18,0,47.3628237894037,NA,0,0,0,0,1,-1
"463","2005",39,42,21,0,1,2,12,19,18,1,15.2984461774784,NA,0,0,0,0,2,-1
"464","2006",39,43,22,0,1,2,13,20,19,1,NA,NA,0,0,0,0,0,-1
"465","2007",39,44,23,0,1,2,14,20,19,1,NA,NA,0,0,0,0,0,-1
"466","2008",39,45,24,0,1,2,15,20,19,1,NA,NA,0,0,0,0,0,-1
"467","2009",39,46,25,0,1,2,16,20,19,1,NA,NA,0,0,0,0,0,-1
"468","2010",39,47,26,0,1,2,17,20,19,1,NA,NA,0,0,0,0,0,-1
"469","2011",39,48,27,0,0,2,NA,20,19,1,NA,NA,0,0,0,0,0,-1
"470","2012",39,49,28,0,0,2,NA,20,19,1,NA,NA,0,0,0,0,0,-1
"471","2013",39,50,29,0,0,2,NA,20,19,1,NA,NA,0,0,0,0,0,-1
"472","2014",39,51,30,0,0,2,NA,20,19,1,NA,NA,0,0,0,0,0,-1
"473","2015",39,52,31,0,0,2,NA,20,19,1,NA,NA,0,0,0,0,0,-1
"474","2016",39,53,32,0,0,2,NA,20,19,1,NA,NA,0,0,0,0,0,-1
"475","2017",39,54,33,0,0,2,NA,20,19,1,NA,NA,0,0,0,0,0,-1
"476","2018",39,55,34,0,0,2,NA,20,19,1,NA,NA,0,0,0,0,0,-1
"477","2000",40,37,16,0,2,2,15,0,0,0,NA,NA,0,0,0,0,0,-1
"478","2001",40,38,17,0,2,2,16,0,0,0,NA,NA,0,0,0,0,0,-1
"479","2002",40,39,18,0,1,2,17,0,0,0,NA,NA,0,0,0,0,0,-1
"480","2003",40,40,19,0,0,2,NA,0,0,0,NA,NA,0,0,0,0,0,-1
"481","2004",40,41,20,0,0,2,NA,0,0,0,NA,NA,0,0,0,0,0,-1
"482","2005",40,42,21,0,0,2,NA,0,0,0,NA,NA,0,0,0,0,0,-1
"483","2006",40,43,22,0,0,2,NA,0,0,0,NA,NA,0,0,0,0,0,-1
"484","2007",40,44,23,0,0,2,NA,0,0,0,NA,NA,0,0,0,0,0,-1
"485","2008",40,45,24,0,0,2,NA,0,0,0,NA,NA,0,0,0,0,0,-1
"486","2007",41,44,23,0,0,0,NA,19,10,9,23.5576923076923,NA,0,0,0,0,2,-1
"487","2008",41,45,24,0,0,0,NA,20,11,9,25.2183867239111,NA,0,0,0,0,2,-1
"488","2009",41,46,25,0,0,0,NA,21,12,9,24.921413950113,NA,0,0,0,0,2,-1
"489","2010",41,47,26,0,0,0,NA,22,13,9,28.2600002288818,NA,0,0,0,0,2,-1
"490","2000",42,37,16,1,2,2,6,13,13,0,20.640607628551,NA,0,0,0,0,2,-1
"491","2001",42,38,17,1,2,2,7,14,14,0,24.8619641228337,NA,0,0,0,0,2,-1
"492","2002",42,39,18,1,2,2,8,15,15,0,19.9632138425393,NA,0,0,0,0,2,-1
"493","2003",42,40,19,1,2,2,9,16,16,0,23.9296404682274,NA,0,0,0,0,2,-1
"494","2004",42,41,20,1,2,2,10,17,17,0,78.7264083353409,NA,0,0,0,0,2,-1
"495","2005",42,42,21,1,2,2,11,18,18,0,28.2350269801883,NA,0,0,0,0,2,-1
"496","2006",42,43,22,1,2,2,12,19,19,0,25.9698641364537,NA,0,0,0,0,2,-1
"497","2007",42,44,23,1,2,2,13,20,20,0,19.721767594108,NA,0,0,0,0,2,-1
"498","2008",42,45,24,1,2,2,14,21,21,0,20.8634049835895,NA,0,0,0,0,2,-1
"499","2009",42,46,25,1,2,2,15,22,22,0,18.5688966687116,NA,0,0,0,0,2,-1
"500","2010",42,47,26,1,2,2,16,23,23,0,19.2299995422363,NA,0,0,0,0,2,-1
"501","2011",42,48,27,1,1,2,17,24,24,0,20.0857006532027,NA,0,0,0,0,2,-1
"502","2012",42,49,28,1,0,2,NA,25,25,0,37.590951328312,NA,0,0,0,0,2,-1
"503","2013",42,50,29,1,0,2,NA,26,26,0,20.9310242771853,NA,0,0,0,0,2,-1
"504","2014",42,51,30,1,0,2,NA,27,27,0,21.2404165126788,NA,0,0,0,0,2,-1
"505","2015",42,52,31,1,0,2,NA,28,28,0,23.0769611758794,NA,0,0,0,0,2,-1
"506","2016",42,53,32,1,0,2,NA,29,29,0,28.8098078821191,NA,0,0,0,0,1,-1
"507","2017",42,54,33,1,0,2,NA,30,29,1,NA,NA,0,0,0,0,1,-1
"508","2018",42,55,34,1,0,2,NA,31,29,2,35.8900981624266,NA,0,0,0,0,1,-1
"509","2011",43,48,27,0,0,0,NA,5,0,5,NA,NA,0,0,0,0,0,-1
"510","2012",43,49,28,0,0,0,NA,5,0,5,NA,NA,0,0,0,0,0,-1
"511","2013",43,50,29,0,0,0,NA,5,0,5,NA,NA,0,0,0,0,0,-1
"512","2014",43,51,30,0,0,0,NA,5,0,5,NA,NA,0,0,0,0,0,-1
"513","2015",43,52,31,0,0,0,NA,5,0,5,NA,NA,0,0,0,0,0,-1
"514","2016",43,53,32,0,0,0,NA,5,0,5,NA,NA,0,0,0,0,0,-1
"515","2017",43,54,33,0,0,0,NA,5,0,5,NA,NA,0,0,0,0,0,-1
"516","2018",43,55,34,0,0,0,NA,5,0,5,NA,NA,0,0,0,0,0,-1
"517","2000",44,37,16,0,3,3,1,3,0,3,7.09125191175702,NA,0,0,0,0,2,-1
"518","2001",44,38,17,0,3,3,2,4,1,3,10.6551274812144,NA,0,0,0,0,2,-1
"519","2002",44,39,18,0,3,3,3,5,2,3,13.4421404851179,NA,0,0,0,0,2,-1
"520","2003",44,40,19,0,3,3,4,6,3,3,11.1418431809736,NA,0,0,0,0,2,-1
"521","2004",44,41,20,0,3,3,5,7,4,3,8.63450970968284,NA,0,0,0,0,2,-1
"522","2005",44,42,21,0,3,3,6,8,5,3,13.9564772145417,NA,0,0,0,0,2,-1
"523","2006",44,43,22,0,3,3,7,9,6,3,15.8566514222584,NA,0,0,0,0,2,-1
"524","2007",44,44,23,0,3,3,8,10,7,3,18.0769230769231,NA,0,0,0,0,2,-1
"525","2008",44,45,24,0,3,3,9,11,8,3,24.3068791424179,NA,0,0,0,0,2,-1
"526","2009",44,46,25,0,3,3,10,12,9,3,20.414927331683,NA,0,0,0,0,2,-1
"527","2010",44,47,26,0,2,3,11,13,10,3,21.9599990844727,NA,0,0,0,0,2,-1
"528","2011",44,48,27,0,2,3,12,14,11,3,17.5237799512825,NA,0,0,0,0,2,-1
"529","2012",44,49,28,0,1,3,13,15,12,3,21.1033571011125,NA,0,0,0,0,2,-1
"530","2013",44,50,29,0,1,3,14,16,13,3,23.2372425884533,NA,0,0,0,0,2,-1
"531","2014",44,51,30,0,1,3,15,17,14,3,24.2063388319781,NA,0,0,0,0,2,-1
"532","2015",44,52,31,0,1,3,16,18,15,3,28.7009020846678,NA,0,0,0,0,2,-1
"533","2016",44,53,32,0,1,3,17,19,16,3,28.2192571197737,NA,0,0,0,0,2,-1
"534","2017",44,54,33,0,0,3,NA,20,17,3,20.1488055388186,NA,0,0,0,0,2,-1
"535","2018",44,55,34,0,0,3,NA,21,18,3,22.6994217879596,NA,0,0,0,0,2,-1
"536","2005",45,42,21,0,0,2,NA,1,1,0,8.72279825908858,3349.55453149002,0,0,0,0,1,-1
"537","2006",45,43,22,0,0,2,NA,2,1,1,15.6295097143309,16198.4457142857,0,1,0,0,1,-1
"538","2007",45,44,23,0,0,2,NA,3,1,2,4.16666666666667,NA,1,0,0,0,1,-1
"539","2008",45,45,24,0,0,2,NA,4,1,3,3.7067991561469,NA,1,0,0,0,2,-1
"540","2009",45,46,25,0,0,2,NA,5,2,3,6.10818969365514,NA,1,0,1,0,2,-1
"541","2010",45,47,26,0,0,2,NA,6,3,3,4.26000022888184,NA,0,0,0,0,2,-1
"542","2011",45,48,27,0,0,2,NA,7,4,3,NA,NA,0,0,0,0,0,-1
"543","2012",45,49,28,0,0,2,NA,7,4,3,NA,NA,0,0,0,0,0,-1
"544","2013",45,50,29,0,0,2,NA,7,4,3,6.58149894615745,NA,0,0,0,0,0,-1
"545","2014",45,51,30,0,0,2,NA,7,4,3,2.5882727913065,NA,0,0,0,0,1,-1
"546","2015",45,52,31,0,0,2,NA,8,4,4,NA,NA,0,0,0,0,0,-1
"547","2016",45,53,32,0,0,2,NA,8,4,4,NA,NA,0,0,0,0,0,-1
"548","2017",45,54,33,0,0,2,NA,8,4,4,4.92822716446308,NA,0,0,0,0,2,-1
"549","2018",45,55,34,0,0,2,NA,9,5,4,5.38394850963581,NA,0,0,0,0,2,-1
"550","2001",46,38,17,0,2,2,10,15,15,0,12.7861529774573,NA,1,0,0,0,2,-1
"551","2002",46,39,18,0,2,2,11,16,16,0,15.8784529359742,NA,1,0,1,0,2,-1
"552","2003",46,40,19,0,1,2,12,17,17,0,15.953093645485,NA,0,0,0,0,2,-1
"553","2004",46,41,20,0,1,2,13,18,18,0,18.3541043770155,NA,0,0,0,0,2,-1
